year	aysm	contig	ally	sq	dema	demb	disp	py
1959	0.0197558	1	0	0.946611	-10	10	0	1
1959	0.630244	1	1	1	7	6	0	13
1959	0.980746	0	0	0.417941	2	10	0	13
1959	0.717447	1	0	0.992719	8	8	0	1
1959	0.922461	0	0	-0.740689	10	-8	0	0
1959	0.444709	1	0	0.0270534	6	5	0	13
1959	0.981959	0	0	0.0270534	-5	5	0	13
1959	0.969925	0	0	0.0270534	-9	5	0	13
1959	0.998948	0	0	-0.617274	-7	10	0	13
1959	0.92309	0	1	0.4676	-8	10	0	10
1959	0.355483	1	0	0.982585	10	10	0	4
1959	0.934875	0	0	-0.00204311	10	-9	0	13
1959	0.0029901	0	0	0.488517	9	10	0	9
1959	0.454743	1	0	-0.810718	-7	4	0	6
1959	0.998267	0	1	0.821028	10	-8	0	4
1959	0.291701	0	0	-0.401298	-8	10	0	0
1959	0.906254	1	0	0.459127	5	-9	0	13
1959	0.803471	0	0	0.315075	10	10	0	13
1959	0.842484	1	1	0.995514	-7	-7	0	2
1959	0.544518	0	1	0.901564	-7	5	0	12
1959	0.995739	0	0	-0.740689	10	-9	0	0
1959	0.864048	0	0	-0.00394041	-8	-8	0	3
1959	0.287248	1	1	1	-9	-10	0	2
1959	0.892284	1	1	0.604966	-9	5	0	13
1959	0.743491	0	0	0.323991	5	10	0	13
1959	0.102452	0	1	0.438304	10	10	0	4
1959	0.823815	0	1	0.91334	-7	5	0	6
1959	0.997559	0	1	0.821028	10	-9	0	13
1959	0.804975	0	0	-0.334651	5	-7	0	13
1959	0.625456	1	0	0.946611	-7	10	1	0
1959	0.839627	0	0	0.0270534	7	5	0	13
1959	0.157172	0	0	0.520468	10	10	0	7
1959	0.796282	0	0	0.417941	10	-7	0	0
1959	0.919086	1	1	0.604263	-9	10	0	13
1959	0.687961	0	1	0.619136	10	5	0	13
1959	0.963583	1	0	0.878238	7	9	0	9
1959	0.986802	0	0	0.229707	10	10	0	2
1959	0.659294	0	0	0.0270534	-1	5	0	13
1959	0.973316	0	0	0.367652	-7	6	0	13
1959	0.983076	1	1	0.851611	10	-7	0	4
1959	0.400701	0	0	-0.334651	5	-7	0	13
1959	0.996146	0	0	-0.0703761	10	2	0	13
1959	0.700573	1	0	-0.00179963	6	6	0	13
1959	0.962126	0	0	-0.0732448	-7	-7	0	13
1959	0.900593	1	0	0.874203	9	8	0	1
1959	0.986992	1	0	0.424625	-7	5	0	7
1959	0.786447	1	0	0.707032	-7	8	0	1
1959	0.341305	1	0	0.996877	8	-9	0	1
1959	0.994536	0	0	-0.617274	-3	-7	0	13
1959	0.606438	1	1	1	-3	4	0	13
1959	0.965758	0	0	-0.617274	-7	7	0	13
1959	0.897771	1	1	1	6	8	0	13
1959	0.973056	0	0	0.0270534	-5	5	0	13
1959	0.955623	0	0	0.214598	-3	-8	1	2
1959	0.857355	0	0	-0.617274	6	-7	1	13
1959	0.922241	1	1	1	-1	-9	1	13
1959	0.761213	1	0	0.395519	-7	-10	0	2
1959	0.92425	0	0	-0.617274	-7	-6	0	13
1959	0.97542	0	0	0.266282	10	-3	0	4
1959	0.464031	1	0	-0.230221	10	6	0	13
1959	0.913587	0	0	0.588765	5	10	0	2
1959	0.889199	0	1	0.438304	10	4	0	13
1959	0.530325	1	1	1	5	-1	1	0
1959	0.977748	1	0	-0.90975	-7	10	0	1
1959	0.978776	1	0	0.515777	-8	-10	0	13
1959	0.910886	1	0	0.197904	-8	-7	0	11
1959	0.983525	0	0	0.0270534	5	-9	0	13
1959	0.816802	1	1	1	8	-1	0	13
1959	0.997578	0	0	-0.617274	-1	-7	0	13
1959	0.654086	1	1	1	10	10	0	4
1959	0.991626	0	0	0.319206	10	-7	0	13
1959	0.966757	0	0	0.211159	-7	-3	0	4
1959	0.641456	0	1	0.876751	-7	10	0	12
1959	0.730984	1	1	0.831877	10	10	0	13
1959	0.85684	0	1	0.835426	10	10	0	13
1959	0.972563	0	0	0.417941	-9	10	0	13
1959	0.919925	0	1	0.438304	10	10	0	13
1959	0.975129	0	0	-0.617274	5	-7	0	13
1959	0.993755	0	1	0.821028	10	2	0	3
1959	0.0195678	1	0	0.3141	10	-7	0	4
1959	0.446413	1	0	-0.246621	10	10	0	13
1959	0.965762	0	0	0.605967	-9	10	0	5
1959	0.8518	0	0	-0.343567	10	-7	0	13
1959	0.810401	0	0	-0.90975	10	-7	0	13
1959	0.948228	0	0	-0.0699515	-8	5	0	2
1959	0.919972	0	0	0.299504	-7	-7	0	6
1959	0.978875	0	0	0.315804	-7	10	0	13
1959	0.919524	0	0	-0.135387	-7	10	0	13
1959	0.949036	1	0	0.480969	5	-7	0	3
1959	0.94948	0	0	-0.0698055	-7	-8	0	5
1959	0.449718	1	0	-0.253079	-7	4	0	13
1959	0.536465	1	0	-0.905263	-7	10	0	4
1959	0.993917	0	0	-0.617274	-9	-7	0	13
1959	0.908857	1	1	1	10	10	0	4
1959	0.878691	0	0	-0.00204311	10	7	0	13
1959	0.475536	1	1	0.905455	4	4	0	0
1959	0.93654	0	1	0.849016	4	10	0	13
1959	0.90027	0	1	0.429388	5	10	0	13
1959	0.972949	0	0	0.0270534	5	-3	0	13
1959	0.441241	1	1	0.881315	-10	-5	1	5
1959	0.881579	0	0	-0.740689	10	-7	0	13
1959	0.907506	0	1	0.438304	10	10	0	13
1959	0.998532	1	1	0.821028	10	4	0	13
1959	0.799783	1	0	-0.288421	-9	-9	0	1
1959	0.993927	0	1	0.821028	10	8	0	13
1959	0.550018	1	0	0.454351	10	10	0	13
1959	0.987513	0	0	-0.596787	10	10	0	13
1959	0.600695	1	0	-0.905263	-8	10	0	4
1959	0.664755	0	0	0.785699	10	-8	0	10
1959	0.956083	0	0	0.309614	10	-7	0	4
1959	0.986606	0	0	-0.00204311	10	-5	0	13
1959	0.920394	0	0	-0.00204311	10	4	0	13
1959	0.969792	0	0	-0.00204311	10	8	0	13
1959	0.0265294	1	0	-0.905263	4	-7	0	6
1959	0.987415	1	0	0.464846	5	-9	0	1
1959	0.712059	1	1	1	10	10	0	4
1959	0.896949	0	0	-0.00737978	-7	-8	1	10
1959	0.148971	1	1	0.878448	5	10	0	13
1959	0.695215	1	1	0.181061	-9	-7	0	13
1959	0.980356	0	0	0.296101	-7	-5	0	3
1959	0.967481	0	0	-0.0783953	10	10	0	4
1959	0.925163	0	1	0.438304	10	10	0	13
1959	0.987771	0	0	-0.00204311	10	-9	0	13
1959	0.996489	0	0	-0.173055	-7	10	0	13
1959	0.721637	0	1	0.835426	10	10	0	4
1959	0.994746	0	0	0.0270534	10	5	0	13
1959	0.996105	0	0	-0.00204311	10	10	0	13
1959	0.998007	0	0	-0.617274	-7	4	0	13
1959	0.654798	0	0	0.317533	5	-7	0	13
1959	0.943671	1	1	0.821028	-6	10	0	2
1959	0.639688	1	0	0.57674	9	-7	1	0
1959	0.728908	1	0	0.909784	-5	-7	0	0
1959	0.905505	0	0	-0.400642	-8	10	0	5
1959	0.957734	1	1	0.995514	-7	-7	0	2
1959	0.977882	0	0	-0.617274	4	-7	0	13
1959	0.928756	0	0	-0.500937	10	-7	0	13
1959	0.642618	1	1	1	5	-3	0	13
1959	0.759765	1	0	0.991436	8	-3	0	1
1960	0.227678	1	1	0.248611	-10	4	0	14
1960	0.141194	1	0	-0.497954	-7	10	1	0
1960	0.993162	0	0	0.2879	10	2	0	14
1960	0.859175	0	0	0.451039	5	6	0	14
1960	0.972299	0	0	-0.342823	-9	5	0	14
1960	0.514396	1	0	0.306717	-7	10	0	5
1960	0.983216	0	0	0.00550955	10	-8	0	14
1960	0.982226	0	0	0.173444	10	-7	0	14
1960	0.655578	0	0	0.0305909	5	-6	0	14
1960	0.911909	0	0	0.600991	10	5	0	3
1960	0.983089	0	1	0.767052	10	-9	0	14
1960	0.551127	1	1	1	10	10	0	14
1960	0.990431	0	0	0.00550955	-1	10	0	14
1960	0.987127	0	0	0.0305909	5	-8	0	14
1960	0.30918	1	1	1	6	-1	0	14
1960	0.935902	0	1	0.48116	10	-8	0	9
1960	0.95618	1	1	0.99549	-7	-7	0	3
1960	0.930874	1	1	0.99549	-7	-7	0	14
1960	0.804763	1	1	0.827081	10	-10	0	8
1960	0.905679	0	1	0.442789	10	10	0	14
1960	0.890338	0	0	0.0305909	5	4	0	14
1960	0.987514	0	0	0.0305909	-1	5	0	14
1960	0.903908	0	0	-0.731347	-7	10	0	2
1960	0.914678	1	1	1	-1	-9	0	0
1960	0.987515	0	0	-0.0114599	-10	10	0	14
1960	0.895475	0	0	-0.399694	10	-8	0	6
1960	0.979439	0	0	0.426477	2	10	0	14
1960	0.958593	0	0	0.0305909	8	5	0	14
1960	0.215653	1	1	1	-8	-7	0	6
1960	0.790653	1	0	-0.276497	-9	-9	0	2
1960	0.732268	1	0	0.198235	10	10	0	8
1960	0.976837	0	0	0.195097	-7	5	0	14
1960	0.753436	0	1	0.626275	10	10	0	14
1960	0.915607	1	0	-0.2293	10	10	0	5
1960	0.015344	1	1	1	-8	-1	0	2
1960	0.924059	0	0	-0.731347	10	-8	0	1
1960	0.629211	1	0	-0.905684	-8	10	0	5
1960	0.604193	0	0	-0.0610932	5	-8	0	6
1960	0.936093	0	0	0.319564	10	-10	0	14
1960	0.408421	0	0	-0.342823	-7	5	0	14
1960	0.997282	0	1	0.822804	10	-5	0	14
1960	0.79998	0	0	0.327501	5	10	0	5
1960	0.957126	0	0	-0.0650815	10	10	0	14
1960	0.995527	1	0	0.444269	-6	10	0	14
1960	0.996101	0	0	-0.0510637	-6	10	0	14
1960	0.821243	1	0	-0.2293	10	10	0	14
1960	0.0975964	1	1	1	10	10	0	14
1960	0.940477	0	1	0.335725	10	10	0	14
1960	0.995729	0	0	-0.624903	-7	-8	0	14
1960	0.896966	1	1	1	10	10	0	5
1960	0.952136	0	0	-0.0812909	-8	-7	0	6
1960	0.990129	0	1	0.645817	-7	10	0	8
1960	0.723458	1	0	0.154885	-9	-5	0	11
1960	0.922378	0	1	0.442789	10	10	0	14
1960	0.440439	1	1	0.968501	-5	-9	0	10
1960	0.365544	1	0	0.485164	10	6	0	14
1960	0.029699	0	0	0.550911	5	10	0	8
1960	0.966844	0	0	-0.731347	-7	10	0	8
1960	0.970771	0	1	0.562913	5	10	0	14
1960	0.890942	0	1	0.437139	5	10	0	14
1960	0.872459	1	1	1	-5	-6	0	0
1960	0.753374	1	0	0.402095	-7	-10	1	3
1960	0.655367	0	0	0.440455	5	-7	0	3
1960	0.961346	0	0	-0.08493	-7	5	0	0
1960	0.981337	0	1	0.825663	10	10	0	14
1960	0.704413	0	1	0.825663	10	10	0	5
1960	0.980225	0	0	0.283226	-7	-5	0	4
1960	0.674067	1	0	-0.905684	-8	10	0	6
1960	0.654684	0	0	0.0305909	5	-1	0	14
1960	0.987365	0	0	-0.587838	10	10	0	14
1960	0.990665	0	0	0.197686	-7	-9	0	6
1960	0.989578	1	0	0.442911	10	-9	0	2
1960	0.947301	1	0	0.1938	-8	-9	0	6
1960	0.550118	1	0	0.446167	10	10	0	14
1960	0.999515	0	0	-0.910194	10	-7	0	10
1960	0.931884	1	1	0.737858	10	10	0	3
1960	0.975276	0	0	-0.910194	10	-7	0	14
1960	0.891425	0	0	0.614477	8	10	0	12
1960	0.998946	0	0	-0.624903	10	-7	0	14
1960	0.74416	1	1	1	4	6	0	14
1960	0.83726	0	0	-0.348473	10	-7	0	14
1960	0.994567	0	0	0.0305909	5	10	0	14
1960	0.980643	0	1	0.822804	5	10	0	2
1960	0.984748	0	1	0.825663	10	10	0	14
1960	0.138356	1	0	-0.762175	10	10	0	14
1960	0.901861	1	0	0.440455	-5	5	1	4
1960	0.58499	0	0	0.111577	-8	10	0	1
1960	0.725149	0	0	0.426477	-7	10	0	1
1960	0.596306	0	0	-0.169896	-7	10	0	0
1960	0.68394	1	1	1	10	10	0	5
1960	0.884713	0	0	0.277912	-7	-7	0	14
1960	0.610435	1	1	1	2	7	0	14
1960	0.607937	1	0	0.713338	-7	-9	0	0
1960	0.660405	0	0	0.168587	10	9	0	10
1960	0.936621	0	1	0.843084	10	4	0	14
1960	0.64931	1	1	1	5	-3	0	14
1960	0.139234	1	0	0.945459	-10	10	0	2
1960	0.868897	0	0	-0.0190631	-8	-8	1	4
1960	0.768203	1	0	0.714306	-7	-1	1	2
1960	0.999147	0	0	-0.0445343	10	-6	0	14
1960	0.900309	1	0	0.333561	5	10	0	14
1960	0.869416	0	0	0.00550955	10	7	0	14
1960	0.659234	1	0	0.108079	10	-7	1	0
1960	0.395147	1	1	0.331735	5	10	0	14
1960	0.0464342	0	1	0.442789	10	10	0	5
1960	0.906652	1	0	0.186131	-8	-8	0	12
1960	0.997988	0	0	-0.624903	4	-7	0	14
1960	0.899074	0	0	0.258404	-5	10	0	11
1960	0.678523	1	0	-0.000447669	6	6	0	14
1960	0.954052	1	1	1	6	-9	0	14
1960	0.998867	0	0	0.318146	-7	-6	0	14
1960	0.51351	0	0	-0.348473	-7	10	0	14
1960	0.872494	0	0	0.61327	10	-3	0	5
1960	0.99497	0	0	0.198654	-7	-1	1	2
1960	0.0825657	1	0	0.295647	-7	-7	0	7
1960	0.634657	1	1	0.629204	10	5	0	14
1960	0.995881	0	1	0.822804	10	-5	0	1
1960	0.610463	1	0	0.51104	10	-7	0	14
1960	0.707893	0	1	0.626275	10	10	0	14
1960	0.419428	0	1	0.442789	10	10	0	14
1960	0.989407	0	0	0.283226	-7	-10	0	14
1960	0.444008	1	0	0.828328	-7	-9	0	1
1960	0.993904	0	0	-0.0517118	10	10	0	14
1960	0.996213	0	0	0.28881	10	-1	0	2
1960	0.563421	1	0	0.589428	10	-5	0	8
1960	0.94753	0	0	-0.731347	10	-7	0	8
1960	0.992067	0	0	0.00550955	4	10	0	14
1960	0.971518	1	0	-0.413412	-9	-8	0	14
1960	0.633041	0	1	0.685384	4	5	0	14
1960	0.980166	0	0	0.251727	-7	-5	0	2
1960	0.420047	1	0	-0.24643	10	-7	0	3
1960	0.898513	1	1	1	8	6	0	14
1960	0.991908	0	0	0.311518	10	-7	0	14
1960	0.977795	0	0	-0.624903	4	-7	0	14
1960	0.946447	0	0	0.440455	-10	5	0	14
1960	0.330175	1	0	0.154885	-5	10	1	0
1960	0.890422	1	0	0.425958	10	6	0	14
1960	0.994578	0	1	0.99549	-9	-7	0	14
1960	0.935346	0	0	-0.204964	10	10	0	14
1960	0.416212	1	0	-0.217226	6	10	0	14
1960	0.922361	0	0	-0.624903	-1	-7	0	14
1960	0.819217	0	1	0.915731	5	-7	0	7
1960	0.557251	0	0	0.815816	5	-8	0	11
1960	0.990134	0	0	0.00550955	-8	10	0	14
1960	0.9953	0	1	0.822804	10	-9	0	0
1960	0.973528	1	0	0.440455	-6	5	0	14
1960	0.995475	1	1	0.647295	-7	-7	0	14
1960	0.703611	0	0	0.799087	10	-8	0	4
1960	0.687779	0	0	-0.342823	-7	5	0	14
1960	0.834805	0	0	0.171746	-5	-8	0	10
1960	0.30583	1	1	0.968501	-10	-5	0	14
1960	0.91995	1	0	0.0650676	9	-9	0	3
1960	0.901582	0	0	0.447627	-5	5	0	14
1960	0.987269	0	0	0.201034	7	-8	0	10
1960	0.913257	0	0	-0.399694	-8	10	0	6
1960	0.995917	0	0	-0.731347	10	-9	0	1
1960	0.95098	0	0	-0.0814326	-8	5	0	3
1960	0.997354	0	0	0.316788	-9	-7	0	2
1960	0.812517	0	0	-0.910194	-7	10	0	14
1960	0.945779	0	0	0.471619	10	10	0	3
1960	0.990999	0	0	-0.127318	10	-7	0	14
1960	0.122324	1	1	1	-8	-7	0	6
1960	0.947037	1	0	0.486785	-7	5	0	4
1960	0.50176	0	1	0.356816	10	10	0	14
1960	0.969695	0	0	0.426477	10	-9	0	14
1960	0.963693	1	0	0.876408	7	9	0	10
1960	0.641651	0	0	0.316431	-7	5	0	14
1960	0.985082	0	0	-0.0510637	10	-5	0	4
1960	0.400649	1	0	0.997869	-6	-9	0	2
1960	0.689543	0	1	0.629204	10	5	0	14
1960	0.983244	0	1	0.822804	4	10	0	4
1960	0.983443	1	1	0.498691	-10	-7	0	14
1960	0.845185	0	0	-0.841681	10	-7	0	14
1960	0.941006	0	1	0.822804	10	-1	0	14
1960	0.366448	1	0	0.673811	10	-7	0	3
1960	0.879092	1	0	0.295647	-9	-7	0	7
1960	0.922594	0	0	-0.624903	-7	-6	0	14
1960	0.961035	0	0	0.618716	7	10	0	12
1960	0.155563	1	1	1	-9	-10	0	3
1960	0.993592	1	0	0.202152	-8	-1	0	2
1960	0.675704	0	0	-0.159847	5	-7	0	0
1960	0.71373	0	0	0.310781	10	-7	0	13
1960	0.606923	1	0	0.697009	-7	8	0	0
1960	0.793549	0	0	0.317792	10	10	0	14
1960	0.732633	1	1	1	10	10	0	5
1960	0.724581	0	0	0.00550955	-1	10	0	11
1960	0.993219	0	1	0.352643	10	10	0	14
1960	0.960582	0	0	0.440455	-9	5	0	14
1960	0.900333	0	1	0.99549	-8	-7	0	6
1960	0.958428	0	0	0.190302	-9	-7	0	6
1960	0.957034	0	0	0.195589	-8	-3	0	0
1960	0.968553	0	0	0.280458	-9	10	0	6
1960	0.993589	0	1	0.822804	2	10	0	4
1960	0.997494	0	0	0.163569	-7	-7	0	8
1960	0.957894	0	0	0.302207	10	-7	0	5
1960	0.978397	0	0	0.00550955	10	-3	0	14
1960	0.655755	1	0	-0.23536	10	10	1	5
1960	0.994822	0	0	0.283226	-7	-6	0	14
1960	0.580779	0	0	-0.348473	-7	10	0	6
1960	0.306964	1	0	0.295647	-7	-7	0	7
1960	0.985587	0	0	-0.050721	10	-9	0	14
1960	0.71931	1	0	0.909363	-5	-7	0	1
1960	0.986669	0	0	0.248315	10	10	0	3
1960	0.344513	1	1	1	-6	-10	0	14
1960	0.64261	0	0	0.794164	10	-8	0	11
1960	0.0381563	1	0	-0.151993	-7	4	0	0
1960	0.998115	0	1	0.822804	-8	10	0	5
1960	0.91665	1	0	-0.451833	-7	4	1	2
1960	0.977591	0	0	-0.512165	-7	-9	0	14
1960	0.968606	0	0	-0.910194	-7	4	0	14
1960	0.656466	0	0	-0.348473	-8	10	0	6
1960	0.572604	0	0	0.0784316	9	-7	0	10
1960	0.968158	0	0	0.00550955	10	8	0	14
1960	0.958759	1	0	0.426477	10	-10	0	3
1960	0.874297	1	1	0.99549	-7	-7	0	14
1960	0.994159	1	0	0.471239	5	-6	0	14
1960	0.850996	0	0	-0.342823	5	-7	0	14
1960	0.997495	0	1	0.437139	10	5	0	14
1960	0.978177	0	0	-0.177644	6	10	0	14
1960	0.993861	0	1	0.822804	10	8	0	14
1960	0.83271	0	0	0.0305909	5	7	0	14
1960	0.978939	1	0	0.497219	-10	-8	0	14
1960	0.992108	0	0	-0.00473366	10	-7	0	4
1960	0.998485	1	1	0.822804	10	4	0	14
1960	0.768881	1	0	0.946648	-7	-7	0	1
1960	0.920478	0	1	0.479519	-8	10	0	11
1960	0.889374	1	1	0.615486	5	-9	0	14
1960	0.571947	1	0	0.990217	-9	-3	1	0
1960	0.519671	1	0	0.521089	5	-7	0	14
1960	0.966142	0	0	0.192091	-7	-3	0	5
1960	0.977519	0	0	0.086379	10	-8	0	3
1960	0.988114	0	0	0.201184	-8	-9	0	6
1960	0.0203883	1	0	0.306717	10	-7	1	5
1960	0.624956	1	1	1	6	7	0	14
1960	0.976282	0	1	0.825663	10	4	0	14
1960	0.997496	0	0	-0.624903	-8	-7	0	14
1960	0.601796	1	1	0.968501	-5	-7	0	0
1960	0.461155	1	0	0.295647	-7	-7	0	7
1960	0.983341	0	1	0.825663	10	10	0	14
1960	0.99149	0	0	-0.624903	-7	2	0	14
1960	0.994235	1	0	0.648767	-8	-7	0	11
1960	0.629535	0	0	0.820739	5	-8	0	11
1960	0.930355	1	1	1	6	-3	0	14
1960	0.796722	1	0	0.425157	10	4	0	14
1960	0.924023	1	0	0.426477	10	-5	0	4
1960	0.432624	1	0	-0.29425	-9	4	0	14
1960	0.926522	1	0	0.438082	10	-9	0	14
1960	0.881219	1	1	0.66236	10	10	0	14
1960	0.979784	0	0	-0.910194	10	-7	0	0
1960	0.992466	0	0	0.287692	7	10	0	12
1960	0.792518	0	0	-0.342823	5	-7	0	14
1960	0.530626	0	1	0.90379	-7	5	0	13
1960	0.954345	0	1	0.88264	5	10	0	14
1960	0.96932	0	1	0.99549	-7	-7	0	14
1960	0.929731	0	0	0.485596	5	10	0	11
1960	0.312806	1	1	1	10	4	0	14
1960	0.96359	0	0	0.618865	10	-9	0	6
1960	0.988443	1	0	0.201242	-8	2	1	0
1960	0.407962	1	1	1	-8	10	0	2
1960	0.978732	0	0	-0.348473	10	-9	0	1
1960	0.855559	0	1	0.825663	10	10	0	14
1960	0.72239	1	1	0.838009	10	10	0	14
1960	0.751982	0	0	-0.348473	-7	10	0	14
1960	0.992248	0	0	0.283226	-9	-7	0	2
1960	0.9858	0	0	0.00550955	-5	10	0	14
1960	0.687413	1	1	0.196205	-7	-9	0	14
1960	0.433187	1	0	0.0305909	6	5	0	14
1960	0.99	0	0	0.197537	-7	7	0	12
1960	0.962262	0	0	-0.0847882	-7	-7	0	14
1960	0.99639	0	0	-0.624903	-5	-7	0	14
1960	0.652049	0	1	0.865722	10	5	0	14
1960	0.974564	0	0	0.474146	10	-9	0	1
1960	0.963657	1	0	0.196796	-8	8	0	0
1960	0.132978	1	1	0.883649	10	5	0	14
1960	0.393576	1	1	1	-7	-7	0	14
1960	0.967004	1	0	0.876616	2	9	0	10
1960	0.997295	0	1	0.822804	10	-9	0	14
1960	0.91546	0	1	0.442789	10	10	0	14
1960	0.843253	0	0	0.321851	10	10	0	5
1960	0.996054	0	0	-0.0510637	10	2	0	14
1960	0.986402	1	0	0.469881	-9	5	0	2
1960	0.979899	0	0	0.308267	-7	10	0	14
1960	0.0726875	1	1	1	5	4	0	14
1960	0.99584	0	0	0.00550955	10	10	0	14
1960	0.84774	0	1	0.437139	5	4	0	14
1960	0.979679	1	0	0.426477	-6	10	0	1
1960	0.742398	0	0	0.452127	5	4	0	14
1960	0.385668	1	1	1	-5	-1	0	14
1960	0.872005	1	1	1	-3	-1	0	14
1960	0.990924	0	0	0.197745	-7	2	0	14
1960	0.947872	0	1	0.780769	10	10	0	14
1960	0.991851	0	0	-0.624903	8	-7	0	14
1960	0.99476	0	0	0.283226	2	-7	0	14
1960	0.998008	0	0	-0.0458924	-9	10	0	2
1960	0.465304	0	0	0.61108	-5	5	0	11
1960	0.941143	0	0	-0.0510637	-7	10	0	1
1960	0.99453	0	0	-0.624903	-5	-7	0	14
1960	0.915713	0	0	-0.0176376	-8	-7	0	1
1960	0.895693	0	0	-0.0225604	-7	-8	0	0
1960	0.899761	0	1	0.437139	10	5	0	14
1960	0.849647	1	1	0.99549	-7	-7	0	3
1960	0.187878	1	1	1	-9	-8	0	9
1960	0.752291	0	0	0.828895	-10	5	0	14
1960	0.972055	0	0	0.0305909	5	-5	0	14
1960	0.0930057	1	0	-0.000447669	6	7	0	14
1960	0.816028	1	1	1	8	-1	0	14
1960	0.448621	1	1	1	4	2	0	4
1960	0.981485	0	0	0.0305909	-5	5	0	14
1960	0.512382	1	0	-0.0711424	10	-8	0	1
1960	0.858655	0	1	0.894078	10	-7	0	14
1960	0.994492	0	0	-0.624903	-7	-3	0	14
1960	0.995852	0	1	0.822804	-3	10	0	14
1960	0.974281	0	0	0.641486	-1	5	0	2
1960	0.936952	0	1	0.780769	10	10	0	14
1960	0.744588	1	0	0.991185	-3	-1	0	2
1960	0.736336	0	0	0.603813	-8	10	0	6
1960	0.996593	0	0	-0.157579	-7	10	0	14
1960	0.968147	0	0	-0.0610225	10	10	1	5
1960	0.964584	0	0	0.618924	2	10	0	14
1960	0.230234	1	1	1	-7	-7	0	14
1960	0.985037	0	0	-0.0510637	-5	10	0	1
1960	0.985867	0	0	0.00550955	-9	10	0	14
1960	0.987121	1	0	0.433239	-7	5	0	8
1960	0.857806	0	0	-0.624903	6	-7	0	0
1960	0.625587	1	1	-0.132657	4	-5	0	1
1960	0.887957	0	0	-0.096729	-7	-7	1	13
1960	0.974413	0	0	0.282247	10	-3	0	5
1960	0.914986	0	0	0.00550955	4	10	0	14
1960	0.451904	1	0	-0.24643	-7	4	0	14
1960	0.981572	0	0	0.0305909	5	-9	0	14
1960	0.956793	0	0	0.0305909	5	2	0	14
1960	0.898587	1	0	0.87217	9	8	0	2
1960	0.992018	0	0	-0.0510637	10	-10	0	14
1960	0.998172	0	1	0.822804	10	-1	0	14
1960	0.358613	1	0	0.983101	10	10	0	5
1960	0.195927	1	1	1	-5	-1	0	14
1960	0.625424	0	0	-0.910194	-7	10	0	5
1960	0.989646	0	0	0.0305909	5	4	0	14
1960	0.855408	1	1	0.893937	10	5	0	14
1960	0.641544	1	0	0.582142	-7	9	1	0
1960	0.868078	0	0	0.168249	-7	-5	0	11
1960	0.485279	0	0	-0.342823	-7	5	0	14
1960	0.668849	0	0	0.625465	5	-8	0	6
1960	0.18113	1	1	1	-5	-8	0	14
1960	0.959216	1	0	0.472808	-7	10	0	4
1960	0.998083	0	1	0.442789	10	10	1	0
1960	0.883944	0	0	-0.348473	10	-7	0	14
1960	0.968378	1	0	0.331162	10	10	0	14
1960	0.549154	1	0	-0.905684	10	-7	0	5
1960	0.619866	0	1	0.882137	-7	10	0	13
1960	0.971106	0	0	0.356965	6	-7	0	14
1960	0.738501	0	0	0.323442	10	5	0	14
1960	0.998114	0	0	-0.05828	-7	10	0	8
1960	0.964874	0	1	0.854927	10	10	0	14
1960	0.965283	0	0	-0.624903	-7	7	0	14
1960	0.535329	1	0	0.00550955	10	6	0	14
1960	0.975546	0	0	0.00550955	10	-9	0	14
1960	0.22284	1	1	1	7	4	0	14
1960	0.891076	0	1	0.822804	10	6	0	14
1960	0.893772	1	0	-0.0141403	-8	-8	0	0
1960	0.300697	1	0	0.996781	-1	-9	0	2
1960	0.939616	1	0	0.78066	-7	-7	0	8
1960	0.836578	0	0	0.634923	5	-3	0	5
1960	0.139701	1	0	0.70895	-7	8	0	0
1960	0.993759	0	0	-0.624903	-9	-7	0	14
1960	0.30337	1	1	0.437139	10	5	0	14
1960	0.877586	1	1	1	-7	2	0	2
1960	0.971467	0	1	0.563055	10	-7	0	14
1960	0.10421	1	0	0.982833	-9	-3	1	5
1960	0.977923	1	0	-0.910194	-7	10	1	2
1960	0.941185	1	1	0.822804	-6	10	0	3
1960	0.994161	0	0	-0.0510637	10	-9	0	14
1960	0.922539	0	0	0.283226	-7	-7	0	14
1960	0.983245	1	1	0.851981	-7	10	0	5
1960	0.911985	0	0	0.182982	-7	10	0	14
1960	0.95397	0	0	0.640576	5	2	0	14
1960	0.946742	1	0	-0.0509299	-10	-7	0	0
1960	0.958877	0	0	0.336812	5	10	0	14
1960	0.70875	1	0	-0.905684	4	-9	0	10
1960	0.949385	0	0	0.640368	5	7	0	12
1960	0.995109	0	0	-0.00339532	-9	10	0	1
1960	0.680228	0	1	0.551676	10	10	0	14
1960	0.992967	0	0	0.287842	10	-9	0	6
1960	0.980259	0	0	0.619834	10	-1	0	2
1960	0.902309	0	0	0.00550955	10	5	0	11
1960	0.472497	1	0	-0.815691	-7	4	0	7
1960	0.980893	0	0	0.311959	-7	-9	0	14
1960	0.9173	0	0	0.341216	-10	5	0	14
1960	0.802314	0	0	0.633134	-9	5	0	6
1960	0.704061	1	0	0.992392	8	-1	0	2
1960	0.702263	1	0	0.945459	10	-7	1	0
1960	0.725324	1	0	0.00550955	10	-6	0	14
1960	0.445683	1	0	-0.239419	10	10	0	14
1960	0.978124	0	0	0.0305909	-8	5	0	14
1960	0.91708	0	0	-0.498448	10	-7	1	14
1960	0.976824	0	0	-0.731347	10	-7	0	8
1960	0.986004	0	0	0.328367	-7	10	0	3
